,ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal,Color,BCPY,Score
2134,AST CS G3PD2 GAPD MALS MICITDr ORNCD PDHcr PGI PYK SERAT TALA,12,0.22937885,0.83889468,0.620500887505539,1.03676791348457,#6ece58,0.192424696969518,0.4064627922375285
2135,AST CS G3PD2 GAPD MALS MCITS ORNCD PDHcr PGI PYK SERAT TALA,12,0.22937885,0.83889468,0.620500887505539,1.03676791348457,#6ece58,0.192424696969518,0.4064627922375285
2133,AST CS G3PD2 MALS MCITS ORNCD PDHcr PGI PGK PYK SERAT TALA,12,0.22937885,0.83889468,0.620500887505539,1.03676791348457,#6ece58,0.192424696969518,0.4064627922375285
2132,AST CS G3PD2 MALS MICITDr ORNCD PDHcr PGI PGK PYK SERAT TALA,12,0.22937885,0.83889468,0.620500887505539,1.03676791348457,#6ece58,0.192424696969518,0.4064627922375285
2131,ADPT AST CS G3PD2 MALS MCITS ORNCD PDHcr PGI PGK PYK SERAT TALA,13,0.22937406,0.83889689,0.620501333062684,1.03677215951347,#6ece58,0.1924211855806734,0.40646125932167865
2130,ADPT AST CS G3PD2 MALS MICITDr ORNCD PDHcr PGI PGK PYK SERAT TALA,13,0.22937406,0.83889689,0.620501333062684,1.03677215951347,#6ece58,0.1924211855806734,0.40646125932167865
2129,ADPT AST CS G3PD2 GAPD MALS MCITS ORNCD PDHcr PGI PYK SERAT TALA,13,0.22937406,0.83889689,0.620501333062684,1.03677215951347,#6ece58,0.1924211855806734,0.40646125932167865
2128,ADPT AST CS G3PD2 GAPD MALS MICITDr ORNCD PDHcr PGI PYK SERAT TALA,13,0.22937406,0.83889689,0.620501333062684,1.03677215951347,#6ece58,0.1924211855806734,0.40646125932167865
3719,ABTA ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK,12,0.25325519,0.75976523,0.246273491966739,1.16832633863595,#31688e,0.1924144876790437,0.21934398982289136
3718,ABTA ADNK1 ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK,13,0.25325335,0.75976658,0.246273662322729,1.16832742001801,#31688e,0.19241343160304297,0.219343546962886
3717,ABTA ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK URIDK2r,13,0.25324024,0.75977616,0.246274841628645,1.16833514800326,#31688e,0.19240589710467842,0.2193403693666617
3716,ABTA ADNK1 ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK URIDK2r,14,0.2532384,0.75977751,0.246275051492981,1.16833621468861,#31688e,0.19240484098838398,0.21933994624068248
1967,ABTA ALATA_L APATr AST CS GAPD GLUR MALS MCITS ORNCD PGI PYK SERAT TALA,14,0.22732926,0.84624243,0.622859415457562,1.03616318351075,#6ece58,0.1923756653925018,0.4076175404250319
3009,ABTA ACONTa ALATA_L APATr CBMKr GLUR IMPD MALS MCITS ORNCD PPKr,11,0.2391529,0.80435125,0.295178356607844,1.15092734153722,#26828e,0.19236293405612498,0.24377064533198448
1667,ABTA ALATA_L ALATRS AST CBMKr CS DHMPTR GART GLUR HACD23i HIUHY KAT5 MALS MCITS ORNCD PGI PPCSCT SERAT SUCOAS TALA THRAr,21,0.21524914,0.89341274,0.623482119371069,1.03669380634988,#6ece58,0.1923063239500436,0.40789422166055633
3697,ABTA ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD PDHcr PYK TALA,12,0.25306474,0.75990453,0.246291008379911,1.16843850424699,#31688e,0.1923050423092722,0.21929802534459159
3696,ABTA ADNK1 ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD PDHcr PYK TALA,13,0.2530629,0.75990587,0.246291178991468,1.16843958969221,#31688e,0.19230398318922298,0.21929758109034547
1666,ABTA ACOAD1f ADPT ALATA_L ALATRS AST CBMKr CS DHMPTR FALDH2 GART GLUR HACD23i ICL MALS MCITS ORNCD PGI PPCSCT SERAT SUCOAS TALA THRAr,23,0.2152451,0.89341371,0.623482299945504,1.03669801813937,#6ece58,0.192302923350321,0.40789261164791246
3693,ABTA ADPT ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD PDHcr TALA,12,0.25305915,0.75990861,0.230904553342568,1.1742263673203,#31688e,0.1923018269242815,0.21160319013342474
3692,ABTA ADPT ALATA_L APATr AST GLUR ICL MALS MICITDr ORNCD PDHcr TALA,12,0.25305915,0.75990861,0.230904553342568,1.1742263673203,#31688e,0.1923018269242815,0.21160319013342474
1665,ABTA ALATA_L ALATRS AST CBMKr CS DHMPTR GLUR HIUHY KAT5 MALS MCITS ORNCD PGI PPCSCT PPM SERAT SUCOAS TALA THRAr URIDK2r,21,0.21523835,0.89341533,0.623482664683129,1.03670503457552,#6ece58,0.19229724149390548,0.4078899530885172
3690,ABTA ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD PDHcr PYK TALA URIDK2r,13,0.25304982,0.75991544,0.246292409929396,1.16844728831097,#31688e,0.19229646530722078,0.21929443761830839
3689,ABTA ADNK1 ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD PDHcr PYK TALA URIDK2r,14,0.25304798,0.75991679,0.246292580561204,1.16844837136489,#31688e,0.1922954086775842,0.2192939946193941
1664,ABTA ADPT ALATA_L CBMKr CS DHMPTR GART GLUR KAT5 MALS MCITS ORNCD PGI PPCSCT PPM SERAT SUCOAS TALA URIDK2r,19,0.2152343,0.8934163,0.623482874244486,1.0367092481324,#6ece58,0.19229383193909,0.407888353091788
3008,ABTA ALATA_L APATr AST CS GLUR MALS MCITS ORNCD PPKr SERAT SUCOAS,12,0.23904177,0.80441661,0.577881514180555,1.05063080168197,#35b779,0.19228917027179968,0.38508534222617735
3685,ABTA ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA,13,0.25297326,0.75997143,0.246299431014962,1.16849244139229,#31688e,0.19225245015396178,0.21927594058446187
3684,ABTA ADNK1 ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA,14,0.25297142,0.75997278,0.246299601749478,1.16849352506935,#31688e,0.1922513933179476,0.21927549753371278
3683,ABTA ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA URIDK2r,14,0.25295835,0.75998234,0.246300823831275,1.16850122706189,#31688e,0.192243878755539,0.219272351293407
3682,ABTA ADNK1 ALATA_L APATr AST GLUR ICL MALS MCITS ORNCD ORNDC PDHcr PYK TALA URIDK2r,15,0.25295651,0.75998369,0.246300994585986,1.16850231086024,#31688e,0.1922428218793219,0.21927190823265397
3007,ABTA ALATA_L APATr AST CS GLUR GLYCK HEPCT MALS MCITS ORNCD PC PGK SERAT,14,0.23866776,0.80463657,0.628708795859148,1.03391065131538,#6ece58,0.1920408077759832,0.4103748018175656
3006,ABTA ALATA_L APATr AST CS FALDM GAPD GLUR GLYCK MALS MCITS ORNCD SERAT,13,0.23866627,0.80463744,0.626288792295619,1.03471470768914,#6ece58,0.19203981650714883,0.4091643044013839
3005,ABTA ADNK1 ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD PC PGK SERAT,14,0.23866606,0.80463757,0.626557249070102,1.03462578270579,#6ece58,0.19203967855987422,0.40929846381498813
3004,ABTA ADPT ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD PGK PPCSCT SERAT,14,0.23866258,0.80463961,0.626558884932862,1.0346281299475,#6ece58,0.1920373652927938,0.4092981251128279
3003,ABTA ADPT ALATA_L APATr AST CS GLUR GLYCK MALS MICITDr ORNCD PGK PPCSCT SERAT,14,0.23866258,0.80463961,0.626558884932862,1.0346281299475,#6ece58,0.1920373652927938,0.4092981251128279
3001,ABTA ALATA_L APATr AST CS GAPD GLUR GLYCK MALS MCITS ORNCD SERAT SUCOAS URIDK2r,14,0.23865392,0.8046447,0.626557946335011,1.03463563010932,#6ece58,0.19203161186222398,0.4092947790986175
3002,ABTA ALATA_L APATr AST CS GAPD GLUR GLYCK MALS MCITS ORNCD PPCSCT SERAT URIDK2r,14,0.23865392,0.8046447,0.626557946335011,1.03463563010932,#6ece58,0.19203161186222398,0.4092947790986175
3000,ABTA ALATA_L APATr AST CS FALDM GAPD GLUR GLYCK MALS MCITS ORNCD SERAT SUCOAS URIDK2r,15,0.23865243,0.80464558,0.6265580451035,1.03463683305189,#6ece58,0.1920306229557594,0.40929433402962967
1663,ABTA ACOAD1f ALATA_L ALATRS CBMKr CS GLUR HACD23i HIUHY MALS MCITS NDPK3 ORNCD PGI PPCSCT PPM SERAT SUCOAS TALA THRAr,20,0.21484814,0.89350885,0.623502628414656,1.03711140066664,#6ece58,0.191968714496039,0.4077356714553475
1662,ABTA ACOAD1f ADPT ALATA_L ALATRS AST CBMKr CS DHMPTR GART GLUR HACD23i HIUHY KAT5 MALS MCITS NDPK3 ORNCD PGI PPCSCT PPM SERAT SUCOAS TALA,24,0.21484411,0.89350982,0.62350282723599,1.03711560246193,#6ece58,0.1919653220541602,0.4077340746450751
1661,ABTA ACOAD1f ALATA_L ALATRS AST CBMKr CS DHMPTR GART GLUR HACD23i KAT5 MALS MCITS NDPK3 ORNCD PGI PPCSCT PPM SERAT SUCOAS TALA URIDK2r,23,0.21483738,0.89351143,0.623503181801975,1.03712261458657,#6ece58,0.1919596546212534,0.4077314182116142
1660,ABTA ACOAD1f ADPT ALATA_L ALATRS AST CBMKr CS DHMPTR FALDH2 GART GLUR HACD23i HIUHY KAT5 MALS MCITS NDPK3 ORNCD PGI PPCSCT PPM SERAT SUCOAS TALA THRAr URIDK2r,27,0.21483335,0.89351239,0.623503380643648,1.03712681914867,#6ece58,0.19195626001020652,0.40772982032692723
408,ABTA ACOAD7f ALATA_L APATr AST CS GLUR GLYCK GNK GPDDA4 GUACYC HEPCT MALS MCITS OXPTNDH P5CD PDHcr PMANM PPCSCT PROD2 PYK SERAT SUCOAS,23,0.19742884,0.97161435,0.679831325555071,1.01945065219753,#6ece58,0.191824694047854,0.43582800980146247
3944,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD PYK SERAT,10,0.25541752,0.75099328,0.567368871172189,1.05371802806758,#35b779,0.1918168411142656,0.37959285614322735
3943,ABTA ALATA_L AST CS GLUR MALS MICITDr ORNCD PYK SERAT,10,0.25541752,0.75099328,0.567368871172189,1.05371802806758,#35b779,0.1918168411142656,0.37959285614322735
3942,ABTA ALATA_L AST CS FALDM GLUR MALS MCITS ORNCD SERAT,10,0.25541588,0.75099453,0.559559217696253,1.05637749863444,#35b779,0.1918159287551364,0.37568757322569474
3941,ABTA ALATA_L AST CS FALDM GLUR MALS MICITDr ORNCD SERAT,10,0.25541588,0.75099453,0.559559217696253,1.05637749863444,#35b779,0.1918159287551364,0.37568757322569474
3940,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD PYK SERAT,11,0.25541564,0.75099471,0.567369249588631,1.05371915838913,#35b779,0.19181579449126437,0.3795925220399477
3939,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD,10,0.25541377,0.75099613,0.4350438506115,1.09976857832318,#1f9e89,0.19181475281871008,0.3134293017151051
3938,ABTA ADPT ALATA_L AST CS GLUR MALS MCITS ORNCD PYK SERAT,11,0.25541182,0.75099761,0.567370022264436,1.05372145546335,#35b779,0.1918136663857502,0.3795918443250931
3937,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD SERAT URIDK2r,10,0.25540231,0.75100483,0.559562519227019,1.05638544411414,#35b779,0.1918083684031573,0.37568544381508817
3936,ABTA ALATA_L AST CS FALDM GLUR MALS MCITS ORNCD SERAT URIDK2r,11,0.25540067,0.75100608,0.559562901694815,1.05638640861401,#35b779,0.1918074560060736,0.37568517885044433
3935,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD URIDK2r,10,0.25540044,0.75100626,0.435047175329847,1.09977595139519,#1f9e89,0.19180732924675442,0.3134272522883007
3934,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD URIDK2r,11,0.25539856,0.75100768,0.435047636916982,1.09977699626571,#1f9e89,0.19180628002094077,0.3134269584689614
3933,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC,9,0.25532433,0.75106406,0.435066098087871,1.09981809837248,#1f9e89,0.1917649279065798,0.3134155129972254
3932,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC,10,0.25532246,0.75106549,0.435066542912049,1.0998191387794,#1f9e89,0.19176388852790538,0.3134152157199772
3931,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC,11,0.25532058,0.75106691,0.435067004782772,1.0998201842886,#1f9e89,0.19176283908000782,0.3134149219313899
3930,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC URIDK2r,10,0.25530914,0.75107561,0.435069852963353,1.09982651743296,#1f9e89,0.1917564680640754,0.3134131605137142
3929,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC URIDK2r,11,0.25530726,0.75107703,0.435070314882546,1.09982756305125,#1f9e89,0.1917554185782378,0.3134128667303919
3928,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC URIDK2r,12,0.25530539,0.75107845,0.435070798936129,1.0998285923496,#1f9e89,0.1917543765978455,0.3134125877669872
2988,ABTA ALATA_L APATr AST CS G3PD2 GLUR MALS MICITDr ORNCD SERAT,11,0.23822006,0.80489986,0.597908043512372,1.04455581323107,#35b779,0.19174329294319162,0.3948256682277818
2989,ABTA ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS ORNCD SERAT,11,0.23822006,0.80489986,0.597908043512372,1.04455581323107,#35b779,0.19174329294319162,0.3948256682277818
2986,ABTA ADNK1 ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS ORNCD SERAT,12,0.23821838,0.80490085,0.597908314211523,1.04455710710513,#35b779,0.19174217654762302,0.39482524537957303
2983,ABTA ADPT ALATA_L APATr AST CS G3PD2 GLUR MALS MICITDr ORNCD SERAT,12,0.23821495,0.80490287,0.59790886340257,1.0445597503191,#35b779,0.19173989693190652,0.39482438016723825
2984,ABTA ADPT ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS ORNCD SERAT,12,0.23821495,0.80490287,0.59790886340257,1.0445597503191,#35b779,0.19173989693190652,0.39482438016723825
3927,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD PYK SERAT TALA,11,0.25513076,0.7512111,0.56742738507893,1.05389046561514,#35b779,0.191657058863436,0.379542221971183
3926,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD SERAT TALA,11,0.25512889,0.75121252,0.559628821338109,1.05654577234131,#35b779,0.19165601638170282,0.3756424188599059
3925,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD TALA,11,0.25512702,0.75121394,0.435115143821301,1.09992749124696,#1f9e89,0.19165497389465877,0.3133850588579799
3924,ABTA ADPT ALATA_L AST CS GLUR MALS MICITDr ORNCD SERAT TALA,11,0.25512508,0.75121541,0.559629770620748,1.0565480016942,#35b779,0.1916538915734828,0.3756418310971154
3923,ABTA ADPT ALATA_L AST CS GLUR MALS MCITS ORNCD SERAT TALA,11,0.25512508,0.75121541,0.559629770620748,1.0565480016942,#35b779,0.1916538915734828,0.3756418310971154
3922,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD TALA URIDK2r,10,0.25511559,0.75122262,0.435117979265791,1.09993383699062,#1f9e89,0.1916486019226458,0.3133832905942184
3921,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD TALA URIDK2r,11,0.25511372,0.75122404,0.435118424834227,1.09993488178649,#1f9e89,0.1916475593978288,0.31338299211602794
3920,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD TALA URIDK2r,12,0.25511185,0.75122546,0.435118909607688,1.09993591265571,#1f9e89,0.19164651686770098,0.3133827132376945
3919,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC TALA,10,0.25503778,0.75128172,0.435137296129224,1.09997704527691,#1f9e89,0.1916052220233816,0.3133712590763028
3918,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC TALA,11,0.25503591,0.75128314,0.435137781185403,1.09997807676228,#1f9e89,0.19160417927755738,0.3133709802314802
3917,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC TALA,12,0.25503404,0.75128456,0.435138227038242,1.09997912220825,#1f9e89,0.1916031365264224,0.3133706817823322
3916,ABTA ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC TALA URIDK2r,11,0.25502262,0.75129323,0.435141086700466,1.0999854589063,#1f9e89,0.1915967679028626,0.31336892730166427
3915,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC TALA URIDK2r,12,0.25502075,0.75129465,0.435141532600779,1.09998650446068,#1f9e89,0.1915957251139875,0.31336862885738326
3914,ABTA ADNK1 ADNUC ALATA_L AST CS GLUR MALS MCITS ORNCD ORNDC TALA URIDK2r,13,0.25501888,0.75129607,0.435141978507631,1.09998755003036,#1f9e89,0.1915946823198016,0.31336833041371626
2982,ABTA ALATA_L APATr AST CS GLUR GLYCK MALS MCITS NDPK3 ORNCD PC PGK SERAT,14,0.2379932,0.80503328,0.627450027983993,1.03488927969654,#6ece58,0.191592446413696,0.4095212371988445
2981,ABTA ADNK1 ALATA_L APATr AST CS GLUR GLYCK MALS MCITS NDPK3 ORNCD PC PGK SERAT,15,0.23799151,0.80503428,0.627450155679923,1.03489064434005,#6ece58,0.1915913238989628,0.4095207397894429
2980,ABTA ALATA_L APATr AST CS G3PD2 GLUR MALS MICITDr ORNCD SERAT TALA,12,0.23796277,0.80505118,0.597949754913342,1.04475412825449,#35b779,0.1915722087845686,0.3947609818489553
2979,ABTA ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS ORNCD SERAT TALA,12,0.23796277,0.80505118,0.597949754913342,1.04475412825449,#35b779,0.1915722087845686,0.3947609818489553
2978,ABTA ADNK1 ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS ORNCD SERAT TALA,13,0.23796109,0.80505217,0.597950026199662,1.04475542408681,#35b779,0.19157109188006527,0.3947605590398636
2695,AST CS MALS MICITDr P5CD PDHcr PGI PGK PYK SERAT TALA,11,0.23310082,0.82183029,0.615398736049062,1.03923405721292,#35b779,0.19156931449983777,0.40348402527444993
2696,AST CS MALS MCITS P5CD PDHcr PGI PGK PYK SERAT TALA,11,0.23310082,0.82183029,0.615398736049062,1.03923405721292,#35b779,0.19156931449983777,0.40348402527444993
2697,AST CS GAPD MALS MICITDr P5CD PDHcr PGI PYK SERAT TALA,11,0.23310082,0.82183029,0.615398736049062,1.03923405721292,#35b779,0.19156931449983777,0.40348402527444993
2698,AST CS GAPD MALS MCITS P5CD PDHcr PGI PYK SERAT TALA,11,0.23310082,0.82183029,0.615398736049062,1.03923405721292,#35b779,0.19156931449983777,0.40348402527444993
2977,ABTA ADPT ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS ORNCD SERAT TALA,13,0.23795767,0.80505418,0.597950593481605,1.0447580584955,#35b779,0.1915688168965606,0.39475970518908277
2976,ABTA ADPT ALATA_L APATr AST CS G3PD2 GLUR MALS MICITDr ORNCD SERAT TALA,13,0.23795767,0.80505418,0.597950593481605,1.0447580584955,#35b779,0.1915688168965606,0.39475970518908277
2694,ADNK1 AST CS MALS MCITS P5CD PDHcr PGI PGK SERAT TALA,11,0.23309919,0.82183115,0.607149385632786,1.04198773237018,#35b779,0.1915681753817685,0.39935878050727724
2691,ADPT AST CS GAPD MALS MCITS P5CD PDHcr PGI PYK SERAT TALA,12,0.23309587,0.8218329,0.615399277559058,1.03923820985497,#35b779,0.191565854820123,0.4034825661895905
2690,ADPT AST CS MALS MCITS P5CD PDHcr PGI PGK PYK SERAT TALA,12,0.23309587,0.8218329,0.615399277559058,1.03923820985497,#35b779,0.191565854820123,0.4034825661895905
2692,ADPT AST CS GAPD MALS MICITDr P5CD PDHcr PGI PYK SERAT TALA,12,0.23309587,0.8218329,0.615399277559058,1.03923820985497,#35b779,0.191565854820123,0.4034825661895905
2693,ADPT AST CS MALS MICITDr P5CD PDHcr PGI PGK PYK SERAT TALA,12,0.23309587,0.8218329,0.615399277559058,1.03923820985497,#35b779,0.191565854820123,0.4034825661895905
2689,ADNK1 ADPT AST CS MALS MCITS P5CD PDHcr PGI PGK SERAT TALA,12,0.23309262,0.82183462,0.607150367952447,1.04199313849842,#35b779,0.1915635847825044,0.3993569763674757
3913,ABTA ACONTa ALATA_L AST GLUR MALS MCITS ORNCD RPE SERAT,10,0.25486346,0.75141412,0.377956887189713,1.1206041751056,#26828e,0.19150800251605518,0.28473244485288407
3912,ABTA ALATA_L AST CS GLUR MALS MCITS NDPK3 ORNCD SERAT,10,0.25485308,0.75142201,0.559695727436372,1.05670789311538,#35b779,0.1915022136282908,0.3755989705323314
3911,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS NDPK3 ORNCD SERAT,11,0.25485121,0.75142343,0.559696145841332,1.05670900575177,#35b779,0.1915011703578503,0.37559865809959114
3910,ABTA ACONTa ALATA_L GLUR IMPD MALS MCITS ORNCD,8,0.25477619,0.75148041,0.0698191224227036,1.23673810046307,#3e4989,0.19145931571943792,0.13063921907107076
3909,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD SERAT,10,0.25476596,0.75148819,0.559716847572572,1.05675918680431,#35b779,0.1914536101540124,0.3755852288632922
3908,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD,10,0.25476409,0.7514896,0.435205291295174,1.10012925140149,#1f9e89,0.191452564088464,0.31332892769181897
3907,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD,11,0.25476223,0.75149102,0.435205760288721,1.10013028269089,#1f9e89,0.1914515280801746,0.3133286441844478
3906,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD URIDK2r,10,0.25475083,0.75149968,0.435208591862095,1.10013663073441,#1f9e89,0.1914451672247344,0.3133268795434147
3905,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD URIDK2r,11,0.25474896,0.75150109,0.435209038733662,1.10013768118887,#1f9e89,0.1914441211163664,0.3133265799250142
3904,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD URIDK2r,12,0.2547471,0.75150251,0.435209547037042,1.10013869864205,#1f9e89,0.191443085065221,0.3133263160511315
3903,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC,10,0.25467325,0.75155861,0.435227885143022,1.10017984078372,#1f9e89,0.19140187377418252,0.31331487945860226
3902,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC,11,0.25467138,0.75156002,0.435228332292384,1.10018089187028,#1f9e89,0.1914008274462276,0.3133145798693058
3901,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC,12,0.25466952,0.75156144,0.435228801624945,1.10018192390885,#1f9e89,0.19139979117530878,0.31331429640012687
3900,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC URIDK2r,11,0.25465813,0.75157009,0.435231618169818,1.10018827681285,#1f9e89,0.19139343368333167,0.3133125259265748
3899,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC URIDK2r,12,0.25465627,0.7515715,0.435232087550799,1.10018931164187,#1f9e89,0.191392394828305,0.31331224118955203
3898,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC URIDK2r,13,0.2546544,0.75157292,0.435232534760837,1.10019036018343,#1f9e89,0.191391350998848,0.3133119428798425
436,ABTA ACOAD5f ACS ALATA_L APATr CS ECOAH25 FALDH2 GART GLUR HACD6i HEPCT MALS MCITS P5CD PGI PMANM PPCSCT SERAT SUCOAS TALA,21,0.20091971,0.95251972,0.666323428398339,1.02430463328363,#6ece58,0.1913799859116812,0.4288517071550101
437,ABTA ACOAD5f ACS ALATA_L ALATRS APATr CS ECOAH25 FALDH2 GART GLUR HACD6i MALS MCITS P5CD PGI PMANM PPCSCT SERAT SUCOAS TALA,21,0.20091971,0.95251972,0.666323428398339,1.02430463328363,#6ece58,0.1913799859116812,0.4288517071550101
3897,ABTA ALATA_L AST CS GLUR MALS MCITS NDPK3 ORNCD SERAT TALA,11,0.25456759,0.75163886,0.559764933155866,1.05687613596665,#35b779,0.19134289314054742,0.3755539131482067
3896,ABTA ADNK1 ALATA_L AST CS GLUR MALS MCITS NDPK3 ORNCD SERAT TALA,12,0.25456572,0.75164028,0.559765352538433,1.05687725105043,#35b779,0.1913418490592016,0.3755536007988173
2975,ABTA ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS NDPK3 ORNCD SERAT,12,0.23755504,0.80529097,0.598015895600447,1.04506906451801,#35b779,0.19130092858998882,0.3946584120952179
2974,ABTA ADNK1 ALATA_L APATr AST CS G3PD2 GLUR MALS MCITS NDPK3 ORNCD SERAT,13,0.23755337,0.80529196,0.598016142646177,1.0450703620125,#35b779,0.19129981893190523,0.39465798078904113
3895,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD TALA,10,0.25448066,0.75170489,0.435275710146303,1.10028726765667,#1f9e89,0.1912943565324274,0.3132850333393652
3894,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD TALA,11,0.2544788,0.7517063,0.435276180176895,1.10028830391875,#1f9e89,0.19129331717644002,0.3132847486766675
3893,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD TALA,12,0.25447694,0.75170772,0.435276650214357,1.10028933751294,#1f9e89,0.19129228035997678,0.3132844652871669
3892,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD TALA URIDK2r,11,0.25446556,0.75171635,0.435279453926889,1.10029570289621,#1f9e89,0.19128592196390598,0.3132826879453975
3891,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD TALA URIDK2r,12,0.2544637,0.75171777,0.435279924012737,1.10029673659735,#1f9e89,0.191284885109949,0.31328240456134304
3890,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD TALA URIDK2r,13,0.25446184,0.75171918,0.435280394105458,1.10029777299634,#1f9e89,0.1912838457060912,0.3132821199057746
3889,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC TALA,11,0.25438815,0.75177515,0.435298696106717,1.10033893290579,#1f9e89,0.19124268962447247,0.3132706928655947
3888,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC TALA,12,0.25438629,0.75177657,0.435299127166012,1.10033998120691,#1f9e89,0.1912416525512253,0.31327038985861866
3887,ABTA ADNK1 ADNUC ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC TALA,13,0.25438443,0.75177798,0.435299597542192,1.10034101823079,#1f9e89,0.1912406129288514,0.3132701052355217
3886,ABTA ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC TALA URIDK2r,12,0.25437307,0.75178661,0.435302447700144,1.10034735538973,#1f9e89,0.1912342679705927,0.3132683578353683
3885,ABTA ADNK1 ALATA_L AST CS CYTK1 GLUR MALS MCITS ORNCD ORNDC TALA URIDK2r,13,0.25437121,0.75178802,0.435302878812425,1.10034840649588,#1f9e89,0.19123322831090422,0.31326805356166465
