ReactionDeletions,NoOfDels,GrowthRate,ProductFlux,CouplingStrength,DistFromIdeal
ABTA ALATA_L APATr GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS URIDK2r,13,0.20523969,0.94325577,0.414771431393216,1.10765288724228
ABTA ADNK1 ADPT ALATA_L APATr FALDM GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,15,0.20524235,0.94325575,0.414795971689079,1.10764118734004
ABTA ADNK1 ADPT ALATA_L APATr FALDM GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,15,0.20524235,0.94325575,0.414795971689079,1.10764118734004
ABTA ADNK1 ADPT ALATA_L APATr GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,14,0.20524341,0.94325574,0.414794852609397,1.10764042473998
ABTA ADNK1 ADPT ALATA_L APATr GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,14,0.20524341,0.94325574,0.414794852609397,1.10764042473998
ABTA ADPT ALATA_L APATr FALDM GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,14,0.20524477,0.94325573,0.414802871712639,1.10763606279998
ABTA ADPT ALATA_L APATr FALDM GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,14,0.20524477,0.94325573,0.414802871712639,1.10763606279998
ABTA ADPT ALATA_L APATr GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,13,0.20524583,0.94325572,0.414801752610516,1.10763530021594
ABTA ADPT ALATA_L APATr GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,13,0.20524583,0.94325572,0.414801752610516,1.10763530021594
ABTA ADNK1 ALATA_L APATr FALDM GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,14,0.20524724,0.94325571,0.414797100316672,1.10763541700653
ABTA ADNK1 ALATA_L APATr FALDM GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,14,0.20524724,0.94325571,0.414797100316672,1.10763541700653
ABTA ALATA_L APATr FALDM GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,13,0.20524845,0.9432557,0.414800550259941,1.10763285477698
ABTA ALATA_L APATr FALDM GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,13,0.20524845,0.9432557,0.414800550259941,1.10763285477698
ABTA ALATA_L APATr GLUR ICL MALS MICITDr NDPK3 P5CD PDHcr PPCSCT SUCOAS,12,0.20524951,0.94325569,0.414799431189872,1.10763209220003
ABTA ALATA_L APATr GLUR ICL MALS MCITS NDPK3 P5CD PDHcr PPCSCT SUCOAS,12,0.20524951,0.94325569,0.414799431189872,1.10763209220003
ABTA ADNK1 ADPT ALATA_L APATr FALDM GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,15,0.20571357,0.94325174,0.416136475585932,1.10664479153404
ABTA ADNK1 ADPT ALATA_L APATr FALDM GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,15,0.20571357,0.94325174,0.416136475585932,1.10664479153404
ABTA ADNK1 ADPT ALATA_L APATr GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,14,0.20571463,0.94325173,0.416135352162362,1.10664403204843
ABTA ADNK1 ADPT ALATA_L APATr GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,14,0.20571463,0.94325173,0.416135352162362,1.10664403204843
ABTA ADPT ALATA_L APATr FALDM GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,14,0.205716,0.94325172,0.416143372416341,1.10663966053618
ABTA ADPT ALATA_L APATr FALDM GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,14,0.205716,0.94325172,0.416143372416341,1.10663966053618
ABTA ADPT ALATA_L APATr GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,13,0.20571706,0.94325171,0.416142248970503,1.1066389010666
ABTA ADPT ALATA_L APATr GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,13,0.20571706,0.94325171,0.416142248970503,1.1066389010666
ABTA ADNK1 ALATA_L APATr FALDM GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,14,0.20571848,0.9432517,0.416137626527281,1.10663899833327
ABTA ADNK1 ALATA_L APATr FALDM GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,14,0.20571848,0.9432517,0.416137626527281,1.10663899833327
ABTA ALATA_L APATr FALDM GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,13,0.20571969,0.94325169,0.416141060683107,1.10663644344208
ABTA ALATA_L APATr FALDM GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,13,0.20571969,0.94325169,0.416141060683107,1.10663644344208
ABTA ALATA_L APATr GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS URIDK2r,12,0.20572076,0.94325168,0.416139965650526,1.10663566284575
ABTA ALATA_L APATr GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS URIDK2r,12,0.20572076,0.94325168,0.416139965650526,1.10663566284575
ABTA ADNK1 ADPT ALATA_L APATr FALDM GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,14,0.20572343,0.94325166,0.416164459245114,1.10662397213152
ABTA ADNK1 ADPT ALATA_L APATr FALDM GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,14,0.20572343,0.94325166,0.416164459245114,1.10662397213152
ABTA ADNK1 ADPT ALATA_L APATr GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,13,0.20572449,0.94325165,0.416163335731201,1.10662321271095
ABTA ADNK1 ADPT ALATA_L APATr GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,13,0.20572449,0.94325165,0.416163335731201,1.10662321271095
ABTA ADPT ALATA_L APATr FALDM GART GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,14,0.20572586,0.94325164,0.416212721142592,1.10660404054391
ABTA ADPT ALATA_L APATr GART GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,13,0.20572693,0.94325163,0.41621575746063,1.10660178172825
ABTA ADNK1 ALATA_L APATr FALDM GLUR ICL MALS MICITDr P5CD PDHcr PPCSCT SUCOAS,13,0.20572834,0.94325162,0.416165609463431,1.10661817933837
ABTA ADNK1 ALATA_L APATr FALDM GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,13,0.20572834,0.94325162,0.416165609463431,1.10661817933837
ABTA ALATA_L APATr FALDM GART GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,13,0.20572956,0.94325161,0.416210485260358,1.10660078537978
ABTA ALATA_L APATr GART GLUR ICL MALS MCITS P5CD PDHcr PPCSCT SUCOAS,12,0.20573062,0.9432516,0.416213493159161,1.10659854772369
ABTA ACONTa ALATA_L AST CS GLUR GPDDA4 KAT8 MALS MICITDr ORNCD P5CD PDHcr PGI PMANM PPCSCT PYK SERAT SUCOAS TALA TPI,21,0.20366039,0.93865191,0.653972576601665,1.0285149188274
ABTA ACONTa ALATA_L AST CS GLUR GPDDA4 KAT8 MALS MCITS ORNCD P5CD PDHcr PGI PMANM PPCSCT PYK SERAT SUCOAS TALA TPI,21,0.20366039,0.93865191,0.653972576601665,1.0285149188274
ABTA ACOAD5f ALATA_L AST CS GLUR GPDDA4 KAT8 MALS MICITDr ORNCD P5CD PDHcr PGI PMANM PPCSCT PYK SERAT SUCOAS TALA TPI,21,0.20366039,0.93865191,0.653972576601665,1.0285149188274
ABTA ACOAD5f ALATA_L AST CS GLUR GPDDA4 KAT8 MALS MCITS ORNCD P5CD PDHcr PGI PMANM PPCSCT PYK SERAT SUCOAS TALA TPI,21,0.20366039,0.93865191,0.653972576601665,1.0285149188274
ABTA ACONTa ALATA_L AST CS GLUR GPDDA4 GUAD HEPCT KAT8 MALS MICITDr ORNCD P5CD PDHcr PGI PMANM PPCSCT PPKr PYK SERAT SUCOAS TALA,23,0.20547105,0.93859547,0.629616337678714,1.03440263544453
ABTA ACONTa ALATA_L AST CS GLUR GPDDA4 GUAD HEPCT KAT8 MALS MCITS ORNCD P5CD PDHcr PGI PMANM PPCSCT PPKr PYK SERAT SUCOAS TALA,23,0.20547105,0.93859547,0.629616337678714,1.03440263544453
ACOAD6f ADPT ALATA_L CS ECOAH7 GLUCYS GLUR HEPCT INSH KAT20 LEUDHr MALS MICITDr ORNCD P5CD PDHcr PGI PGK PGLCNDH PPCSCT SUCOAS TALA,22,0.20635476,0.93856792,0.52135899360887,1.07003020069649
ACOAD6f ADPT ALATA_L CS ECOAH7 GAPD GLUCYS GLUR HEPCT INSH KAT20 LEUDHr MALS MICITDr ORNCD P5CD PDHcr PGI PGLCNDH PPCSCT SUCOAS TALA,22,0.20635476,0.93856792,0.52135899360887,1.07003020069649
ABTA ALATA_L CS GLUR MALS MICITDr ORNCD PDHcr PGI PGK PPCSCT SERAT SUCOAS TALA,14,0.20635864,0.9385678,0.627468227160249,1.03407995488703
ABTA ALATA_L CS GAPD GLUR MALS MICITDr ORNCD PDHcr PGI PPCSCT SERAT SUCOAS TALA,14,0.20635864,0.9385678,0.627468227160249,1.03407995488703
ACOAD6f ACONTa ADPT ALATA_L CS ECOAH7 GLUR HEPCT INSH KAT20 LEUDHr MALS MICITDr ORNCD PDHcr PGI PPCSCT SUCOAS TALA,19,0.2106586,0.93843377,0.505121699280257,1.07087997409034
3HBCD ABTA ACS AGMDA ALATA_L ALCD2x APTNAT AST CS GART GLUR GLYCK GLYD GTHS ICL MALS MCITS ORNCD PDHcr PGI PGMT PPCSCT PPM PROD2 PYK SERAT SUCOAS TALA THRAr,29,0.21066247,0.93843365,0.628078508715862,1.02890799264131
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,21,0.15506256,0.92644409,1,0.996998071141624
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,20,0.15506352,0.92644397,1,0.996996653255934
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15506449,0.92644386,1,0.996995217658451
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,20,0.15507039,0.92644315,1,0.996986496461592
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,19,0.15507135,0.92644304,1,0.996985075984419
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15507232,0.92644292,1,0.996983643032166
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,20,0.1551586,0.9264326,1,0.996856104897228
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,19,0.15515957,0.92643248,1,0.99685467224619
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15516054,0.92643237,1,0.9968532369799
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,19,0.15516644,0.92643166,1,0.996844517799162
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,18,0.15516741,0.92643154,1,0.996843085175196
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.15516837,0.92643143,1,0.996841665029169
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,20,0.15551184,0.92639033,1,0.996334230694136
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15551282,0.92639021,1,0.996332784182661
ABTA AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15551379,0.92639009,1,0.996331352755703
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,19,0.15551972,0.92638938,1,0.996322595754611
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15552069,0.92638927,1,0.996321161731432
ABTA AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.15552166,0.92638915,1,0.996319730331692
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,19,0.15560845,0.92637876,1,0.996191579628281
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15560942,0.92637865,1,0.996190145911674
ABTA AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15561039,0.92637853,1,0.996188714818872
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,18,0.15561633,0.92637782,1,0.996179944782212
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.1556173,0.92637771,1,0.996178511092836
ABTA AKGDa ALATA_L APATr AST CBMKr CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,16,0.15561828,0.92637759,1,0.996177064949878
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,20,0.15610696,0.92631911,1,0.995456012262925
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15610794,0.92631899,1,0.995454567833289
ABTA AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15610891,0.92631888,1,0.995453135844726
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,19,0.15611489,0.92631816,1,0.995444318759989
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15611587,0.92631804,1,0.995442874358131
ABTA AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.15611685,0.92631793,1,0.995441427337165
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,19,0.15615562,0.92631329,1,0.995384259768131
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15615659,0.92631317,1,0.995382830567427
ABTA AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15615757,0.92631305,1,0.995381386311655
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,18,0.15616356,0.92631234,1,0.995372552585937
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.15616453,0.92631222,1,0.995371123412772
ABTA AKGDa ALATA_L APATr AST CS CYTK1 G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,16,0.15616551,0.9263121,1,0.995369679184818
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,20,0.15634773,0.9262903,1,0.995101066423722
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15634871,0.92629018,1,0.995099622837907
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15634969,0.92629006,1,0.995098179255529
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,19,0.15635569,0.92628934,1,0.995089337216049
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15635667,0.92628923,1,0.99508789103462
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.15635765,0.92628911,1,0.995086447480154
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,19,0.15644538,0.92627861,1,0.994957170209335
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15644636,0.92627849,1,0.994955726966011
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15644734,0.92627838,1,0.994954281102223
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,18,0.15645334,0.92627766,1,0.994945441159054
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.15645433,0.92627754,1,0.994943982895686
ABTA AKGDa ALATA_L APATr AST CBMKr CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,16,0.15645531,0.92627742,1,0.99494253968376
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15656233,0.92626462,1,0.994784875839086
ABTA ADNK1 AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15656331,0.9262645,1,0.994783433006137
ABTA AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,17,0.1565643,0.92626438,1,0.994781975132542
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15657031,0.92626366,1,0.994773122657573
ABTA ADNK1 AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.15657129,0.92626354,1,0.994771679852635
ABTA AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,16,0.15657228,0.92626343,1,0.994770219382916
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15661127,0.92625876,1,0.994712791917339
ABTA ADNK1 AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15661225,0.92625864,1,0.994711349256184
ABTA AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,16,0.15661324,0.92625852,1,0.994709891556113
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.15661926,0.9262578,1,0.994701025092256
ABTA ADNK1 AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,16,0.15662024,0.92625769,1,0.994699579834537
ABTA AKGDa ALATA_L APATr AST CS G3PD2 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,15,0.15662122,0.92625757,1,0.994698137204872
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15680451,0.92623564,1,0.994428246971006
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15680549,0.92623552,1,0.994426804988541
ABTA AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,17,0.15680648,0.9262354,1,0.994425347973991
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15681251,0.92623468,1,0.994416470642631
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.1568135,0.92623456,1,0.994415013652995
ABTA AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,16,0.15681449,0.92623444,1,0.994413556666874
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15690272,0.92622388,1,0.994283687083814
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15690371,0.92622376,1,0.994282230414413
ABTA AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,16,0.1569047,0.92622365,1,0.99428077112274
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.15691074,0.92622292,1,0.994271883508606
ABTA ADNK1 AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,16,0.15691173,0.92622281,1,0.994270424241864
ABTA AKGDa ALATA_L APATr AST CBMKr CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,15,0.15691272,0.92622269,1,0.994268967604452
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,19,0.15740958,0.92616323,1,0.993538155031102
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15741057,0.92616311,1,0.99353670016337
ABTA AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,17,0.15741156,0.92616299,1,0.993535245299162
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,18,0.15741764,0.92616226,1,0.993526308621241
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.15741864,0.92616214,1,0.993524838768333
ABTA AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,16,0.15741963,0.92616203,1,0.993523381304934
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,18,0.15745905,0.92615731,1,0.993465439973927
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15746004,0.92615719,1,0.993463985282257
ABTA AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,16,0.15746104,0.92615707,1,0.993462515581754
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,17,0.15746712,0.92615634,1,0.993453579985197
ABTA ADNK1 AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,16,0.15746812,0.92615622,1,0.993452110310147
ABTA AKGDa ALATA_L APATr AST CS CYTK1 GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI,15,0.15746911,0.9261561,1,0.993450655650763
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,18,0.15787259,0.92610782,1,0.992857929945923
ABTA ADNK1 AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,17,0.15787359,0.9261077,1,0.992856461729823
ABTA AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI URIDK2r,16,0.15787459,0.92610758,1,0.992854993517324
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,17,0.1578807,0.92610685,1,0.992846021975649
ABTA ADNK1 AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,16,0.1578817,0.92610673,1,0.992844553788756
ABTA AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD ORNDC PGI TALA TPI,15,0.1578827,0.92610661,1,0.992843085605466
ABTA ADNK1 ADNUC AKGDa ALATA_L APATr AST CS GLUR GLYCK MALS MCITS ORNCD PGI TALA TPI URIDK2r,17,0.15792235,0.92610187,1,0.992784870306746
